"","key","m_y","patents_in_period","file_date","file_year","quarter","year","treat_date","unique_patents_in_period","applied","awarded","location","tags","volume","negativity_rating","permanence","price","contractprice","current_cost_per_tonne","capex","opex","quantification","thirdparty verification","net_neg sequestration_todate","lifetime mtco2e","gross project emissions","offer_quantity","contract_quantity","R_and_D_offer","awarded_factor","realised_cost_decrease","price_contract_diff","quantity_contract_diff","awardednum","previous_application_stripe","sum_patents","year_factor","repeat_factor"
"110","First Gigaton20224",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,235,NA,183,12,172,113,0,NA,3200,262.4,2290,NA,NA,"0",52,0,0,0,0,0,"2022","0"
"111","Future Forest20201",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,"Scotland","forests,reforestation",6380,0,60,20,NA,NA,NA,NA,NA,NA,6350.28,NA,NA,6207.28,NA,NA,"0",NA,0,0,0,0,0,"2020","0"
"112","Graphyte20233",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,NA,NA,"0",NA,0,0,0,0,0,"2023","0"
"113","GreenSand20201",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,"Netherlands","mineralization,olivine",1000,0,1000,35,NA,NA,NA,NA,NA,NA,1000,NA,NA,200,NA,NA,"0",NA,0,0,0,0,0,"2020","0"
"114","GreenSand20212",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,"Netherlands","mineralization,olivine",1000,0,1000,170,NA,170,NA,NA,NA,NA,NA,5100,181,5100,NA,NA,"0",0,0,0,0,0,0,"2021","0"
"115","Holocene20233",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"DAC",NA,NA,NA,1505,1506,NA,NA,NA,NA,NA,NA,NA,NA,332,332,0,"1",NA,-1,0,1,0,0,"2023","0"
"116","Holy Grail20222",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,1700,NA,1500,NA,NA,NA,NA,NA,309,14.7,294,NA,NA,"0",200,0,0,0,0,0,"2022","0"
"117","Hydrogen Naturally20224",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,398,NA,398,241,157,0,0,NA,15293450,1096440,1130,NA,NA,"0",0,0,0,0,0,0,"2022","0"
"118","HYROGAS SIA20224",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,1996,NA,1996,958,899,109,30,NA,5000,5000,4521,NA,NA,"0",0,0,0,0,0,0,"2022","0"
"119","Inplanet20224",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Capture and storage",NA,NA,NA,480,480,480,416.5,39,24.5,0,NA,1128,107,1021,694,0,"1",0,0,327,1,0,0,"2022","0"
"120","Karbonetiq20233",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,157.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,3176,NA,NA,"0",NA,0,0,0,0,0,"2023","0"
"121","KCR20222",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,1650,NA,1650,NA,NA,NA,NA,NA,1000,0,1000,NA,NA,"0",0,0,0,0,0,0,"2022","0"
"122","Kodama Systems20224",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Biomass sinking",NA,NA,NA,610,0,610,294,205,111,0,NA,3741,505,820,0,250000,"1",0,NA,NA,1,0,0,"2022","0"
"123","Lithos Carbon20222",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Capture and storage",NA,NA,NA,500,500,330,NA,NA,NA,NA,NA,1024,24,1000,640,0,"1",170,0,360,1,0,0,"2022","0"
"124","Maia Paebbl20233",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,1900,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,NA,NA,"0",NA,0,0,0,0,0,"2023","0"
"125","Mantel20233",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,564,NA,NA,NA,NA,NA,NA,NA,NA,NA,888,NA,NA,"0",NA,0,0,0,0,0,"2023","0"
"126","Mati20233",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Enhanced Weathering",NA,NA,NA,300,330,NA,NA,NA,NA,NA,NA,NA,NA,5000,1513,0,"1",NA,-30,3487,1,0,0,"2023","0"
"127","Methane Oxidation Corp20212",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,7500,170.6,7500,NA,NA,"0",NA,0,0,0,0,0,"2021","0"
"128","Minerali20224",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,0,0,0,0,"2022","0"
"129","NETZERO20233",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,"0",NA,0,0,0,0,0,"2023","0"
"130","Noble Thermodynamics20233",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,3333,NA,NA,"0",NA,0,0,0,0,0,"2023","0"
"131","Nori20201",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,"USA","soil,farming",14011,0,10,16.5,NA,NA,NA,NA,NA,NA,14011,NA,NA,5000,NA,NA,"0",NA,0,0,0,0,0,"2020","0"
"132","Noya20214",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,"California, USA","dac,mineralization",1000,0,1000,1822,NA,1523,NA,NA,NA,NA,NA,1000,317,1000,NA,NA,"0",299,0,0,0,0,0,"2021","0"
"133","Nuestark20212",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,"Switzerland","mineralization,concrete",750,0,1000,400,NA,700,NA,NA,NA,NA,NA,750,46.2,750,NA,NA,"0",-300,0,0,0,0,0,"2021","0"
"134","Octavia Carbon20233",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,714,NA,NA,"0",NA,0,0,0,0,0,"2023","0"
"135","Out of the Blue20212",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,"England","ocean,injection",0.2,0,1000,1e+06,NA,1e+06,NA,NA,NA,NA,NA,0.2,0,0.2,NA,NA,"0",0,0,0,0,0,0,"2021","0"
"136","Pachama20201",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,"Uruguay & CA, USA","forests,reforestation",165850,0,46,8,NA,NA,NA,NA,NA,NA,165850,NA,NA,2936085,NA,NA,"0",NA,0,0,0,0,0,"2020","0"
"137","Paebbl20224",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,1200,NA,16439,12526,3913,80,0,NA,150,0.2685,100,NA,NA,"0",-15239,0,0,0,0,0,"2022","0"
"138","Planetary20222",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,2000,NA,7500,NA,NA,NA,NA,NA,1892,184,1708,NA,NA,"0",-5500,0,0,0,0,0,"2022","0"
"139","Planetary20233",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Ocean Alkalinity Enhancement",NA,NA,NA,1600,1600,NA,NA,NA,NA,NA,NA,NA,NA,2000,937,0,"1",NA,0,1063,1,1,0,"2023","1"
"140","PRONOE20233",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,2210,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,NA,NA,"0",NA,0,0,0,0,0,"2023","0"
"141","Pull to Refresh20222",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,900,NA,900,NA,NA,NA,NA,NA,1049,49,1000,NA,NA,"0",0,0,0,0,0,0,"2022","0"
"142","RCMP Solutions20224",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,500,NA,500,180,200,100,20,NA,1106,106,1000,NA,NA,"0",0,0,0,0,0,0,"2022","0"
"143","RedoxNRG20214",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,"Estonia","dac,mineralization",360,0,1000,500,NA,1700,NA,NA,NA,NA,NA,360,356.3,360,NA,NA,"0",-1200,0,0,0,0,0,"2021","0"
"144","ReNew Power20224",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,182.97,NA,162.84,30.63,131.13,0.75,0.33,0,1500000,115510,1124063,NA,NA,"0",20.13,0,0,0,0,0,"2022","0"
"145","RepAir20222",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Capture and storage",NA,NA,NA,198.59,1600,1000,NA,NA,NA,NA,NA,200,1.41,1600,199,0,"1",-801.41,-1401.41,1401,1,0,0,"2022","0"
"146","Rewind Earth20233",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Biomass sinking",NA,NA,NA,647,0,NA,NA,NA,NA,NA,NA,NA,NA,773,0,250000,"1",NA,NA,NA,1,0,0,"2023","0"
"147","Rizomeco20201",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,"Philippines","forests,wood",19700,0,50,10,NA,NA,NA,NA,NA,NA,19700,NA,NA,19700,NA,NA,"0",NA,0,0,0,0,0,"2020","0"
"148","RockFarm20212",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,"Germany","mineralization,wollastenite",378,0,1000,500,NA,500,NA,NA,NA,NA,NA,378,210,378,NA,NA,"0",0,0,0,0,0,0,"2021","0"
"149","Seachange20212",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,1,"California, USA","DAC",365,0,1000,1370,1370,1370,NA,NA,NA,NA,NA,365,26,365,365,0,"1",0,0,0,1,0,0,"2021","0"
"150","Seafields Solutions20224",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,246,NA,246,316,409,30,5,NA,501,44.7,2032,NA,NA,"0",0,0,0,0,0,0,"2022","0"
"151","SeaO220224",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,3000,NA,3000,450,2200,200,150,NA,250,28,222,NA,NA,"0",0,0,0,0,0,0,"2022","0"
"152","SeaO220233",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,NA,NA,"0",NA,0,0,0,0,0,"2023","0"
"153","Silicate20222",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,280,NA,280,NA,NA,NA,NA,NA,2052,30,2000,NA,NA,"0",0,0,0,0,0,0,"2022","0"
"154","SilviaTerra20201",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,"Southern USA","forests,ifm",1.5e+07,1,1,15,NA,NA,NA,NA,NA,NA,1500000,NA,NA,1500000,NA,NA,"0",NA,0,0,0,0,0,"2020","0"
"155","Skyology20224",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,1650,NA,1650,1095,380,135,40,NA,312,13.64,303,NA,NA,"0",0,0,0,0,0,0,"2022","0"
"156","Skyology20233",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,980,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,"0",NA,0,0,0,0,0,"2023","0"
"157","Soil Value Exchange20201",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,"0","soil,grazing",33000,0,10,30,NA,NA,NA,NA,NA,NA,33000,NA,NA,33000,NA,NA,"0",NA,0,0,0,0,0,"2020","0"
"158","Spiritus20233",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"DAC",NA,NA,NA,700,700,NA,NA,NA,NA,NA,NA,NA,NA,714,713,0,"1",NA,0,1,1,0,0,"2023","0"
"159","Standard Gas Technologies20212",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,"United Kingdom","biomass,biochar",2700,0,547,120,NA,0,NA,NA,NA,NA,NA,16766,2284,16766,NA,NA,"0",120,0,0,0,0,0,"2021","0"
"160","Susewi20212",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,"Morocco","ocean,burial",72.5,0,1000,660,NA,800,NA,NA,NA,NA,NA,145,95.8,145,NA,NA,"0",-140,0,0,0,0,0,"2021","0"
"161","Swaniti initiative20224",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,105,NA,105,3,108,8,10,NA,3300,305.3,NA,NA,NA,"0",0,0,0,0,0,0,"2022","0"
"162","The Future Forest Company20212",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Enhanced weathering",NA,NA,NA,100,200,200,NA,NA,NA,NA,NA,8308,92,8308,1500,0,"1",-100,-100,6808,1,0,0,"2021","0"
"163","Thermodynamic Geoengineering20212",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,12569811,0,12569811,NA,NA,"0",NA,0,0,0,0,0,"2021","0"
"164","Travertine Tech20222",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Capture and storage",NA,NA,NA,1369,1370,1369,NA,NA,NA,NA,NA,365,48.5,329.5,365,0,"1",0,-1,-35.5,1,0,0,"2022","0"
"165","Verde AgriTech20233",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,1590,NA,NA,"0",NA,0,0,0,0,0,"2023","0"
"166","Vycarb20233",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Ocean Alkalinity Enhancement",NA,NA,NA,2174,1700,NA,NA,NA,NA,NA,NA,NA,NA,219,58,0,"1",NA,474,161,1,0,0,"2023","0"
"167","x_4420222",Jan 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,1200,NA,1200,NA,NA,NA,NA,NA,365,47,318,NA,NA,"0",0,0,0,0,0,0,"2022","0"
"168","Vandersanden20201",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,0,"Finland","mineralization,concrete",10,0,1000,20,NA,NA,NA,NA,NA,NA,10,NA,NA,10,NA,NA,"0",NA,0,0,0,0,16,"2020","0"
"169","Ensyn Biochar20212",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,0,"Canada","biomass,asphalt",338,0,547,600,NA,600,NA,NA,NA,NA,NA,300,40,300,NA,NA,"0",0,0,0,0,0,13,"2021","0"
"170","Ekovilla20201",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,0,"Kouvola, Finland","biomass,insulation",21847,1,50,21.5,NA,NA,NA,NA,NA,NA,21847,NA,NA,19031,NA,NA,"0",NA,0,0,0,0,10,"2020","0"
"171","VEOLIA ES UK20233",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,847,NA,NA,"0",NA,0,0,0,1,1,"2023","1"
"172","Vaulted20222",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,300,NA,291,NA,NA,NA,NA,NA,9506,198,9308,NA,NA,"0",9,0,0,0,0,5,"2022","0"
"173","Vaulted20233",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Biomass injection",NA,NA,NA,300,300,NA,NA,NA,NA,NA,NA,NA,NA,1666.66,1666,0,"1",NA,0,0.660000000000082,1,1,5,"2023","1"
"174","Solugen20212",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,0,"Texas, USA","biomass,injection",16384,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,9824,0.4,9824,NA,NA,"0",NA,0,0,0,0,40,"2021","0"
"175","8 Rivers20214",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,0,77,"2021","0"
"176","Ecoera20201",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,0,"South Sweden","biomass,biochar",4500,0,690,100,NA,NA,NA,NA,NA,NA,5000,NA,NA,2000,NA,NA,"0",NA,0,0,0,0,1,"2020","0"
"177","Climeworks20201",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,1,"Iceland","DAC",50,0,1000,767.5,775,NA,NA,NA,NA,NA,50,NA,NA,1,322.5,0,"1",NA,-7.5,-321.5,1,0,29,"2020","0"
"178","CarbonCure20201",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,1,"North America","Storage",60000,1,1000,100,100,NA,NA,NA,NA,NA,60000,NA,NA,120000,2500,0,"1",NA,0,117500,1,0,26,"2020","0"
"179","Solid Carbon20214",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,0,"Cascadia Basin, Canada","mineralization,injection",10000,0,1000,2000,NA,190,NA,NA,NA,NA,NA,10000,3400,10000,NA,NA,"0",1810,0,0,0,0,1,"2021","0"
"180","Biorecro20201",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,0,"North America / Europe","biomass,injection",50000,0,1000,99,NA,NA,NA,NA,NA,NA,50000,NA,NA,50000,NA,NA,"0",NA,0,0,0,0,1,"2020","0"
"181","Carbon Sequestration Inc20201",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,0,"East Texas, USA","biomass,storage",71019,0,100,42.5,NA,NA,NA,NA,NA,NA,64215,NA,NA,64215,NA,NA,"0",NA,0,0,0,0,1,"2020","0"
"182","IndigoAg20201",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,NA,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",NA,0,0,0,0,45,"2020","0"
"183","Emissol20224",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,1272,NA,1272,583,647,30,12,NA,463,37,393,NA,NA,"0",0,0,0,0,0,6,"2022","0"
"184","Droneseed20201",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,0,"WA, USA","forests,reforestation",31027,1,51,8.23,NA,NA,NA,NA,NA,NA,584,NA,NA,400,NA,NA,"0",NA,0,0,0,0,4,"2020","0"
"185","CarbonTo Stone20224",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"DAC",NA,NA,NA,394,394,393.3,150.6,243.3,0,0,NA,2250000,7750000,1269,846,0,"1",0.699999999999989,0,423,1,0,4,"2022","0"
"186","Mote20222",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,250,NA,420,NA,NA,NA,NA,NA,4000,1092,4000,NA,NA,"0",-170,0,0,0,0,4,"2022","0"
"187","Climate Foundation Marine Permaculture20212",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,0,"Pacific Ocean (near Phillippines)","ocean,macroalgae",1245,0,1000,600,NA,600,NA,NA,NA,NA,NA,1245,400,1245,NA,NA,"0",0,0,0,0,0,10,"2021","0"
"188","Ocean-Based Climate Solutions20201",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,0,"Pacific Ocean (near CA)","ocean,phytoplankton",693,0,1000,336.07,NA,NA,NA,NA,NA,NA,693,NA,NA,693,NA,NA,"0",NA,0,0,0,0,1,"2020","0"
"189","Ocean-based Climate Solutions20212",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,0,"Pacific Ocean (near CA)","ocean,phytoplankton",693,0,1000,336.07,NA,423,NA,NA,NA,NA,NA,251.5,8.5,251.5,NA,NA,"0",-86.93,0,0,0,1,1,"2021","1"
"190","Ocean-based Climate Solutions20224",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,279,NA,273,205,68,0,0,0,4910,69.2,4840.88,NA,NA,"0",6,0,0,0,0,1,"2022","0"
"191","8 Rivers - Origen20222",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Capture and storage",NA,NA,NA,1300,1800,1000,170,830,0,0,NA,1711,570,1100,278,0,"1",300,-500,822,1,1,5,"2022","1"
"192","Origen20222",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Capture and storage",NA,NA,NA,1370,1800,1370,NA,NA,NA,NA,NA,6250,1925,4325,278,0,"1",0,-430,4047,1,1,5,"2022","1"
"193","Praan20214",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,0,"Mumbai, India","dac,mineralization",365,0,1000,800,NA,3000,NA,NA,NA,NA,NA,365,3.52,365,NA,NA,"0",-2200,0,0,0,0,2,"2021","0"
"194","Carbofex20201",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,0,"Tampere, Finland","biomass,biochar",2431,1,755,100,NA,NA,NA,NA,NA,NA,2500,NA,NA,2000,NA,NA,"0",NA,0,0,0,0,3,"2020","0"
"195","Carbofex20212",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,0,"Tampere, Finland","biomass,biochar",2431,1,755,100,NA,208.7,NA,NA,NA,NA,NA,1151,51,1151,NA,NA,"0",-108.7,0,0,0,1,3,"2021","1"
"196","Takachar20224",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4760,NA,NA,"0",NA,0,0,0,0,2,"2022","0"
"197","High Hopes Labs20233",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,129000,NA,NA,"0",NA,0,0,0,0,2,"2023","0"
"198","Running Tide20212",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,1,"Atlantic Ocean","Ocean Alkalinity Enhancement",2000,0,800,250,250,150,NA,NA,NA,NA,NA,2000,85,2000,600,0,"1",100,0,1400,1,0,14,"2021","0"
"199","Mission Zero Technologies20212",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,1,"United Kingdom","Capture and storage",365,0,1000,275,319,1000,NA,NA,NA,NA,NA,365,7.5,365,358,0,"1",-725,-44,7,1,0,5,"2021","0"
"200","Nitricity20224",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Biomass sinking",NA,NA,NA,50,0,70,NA,30,NA,NA,0,1600,0,2800000,0,250000,"1",-20,NA,NA,1,0,6,"2022","0"
"201","Charm Industrial20201",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,1,"CA, USA","Biomass injection",10000,0,1000,600,600,NA,NA,NA,NA,NA,10000,NA,NA,10000,416,0,"1",NA,0,9584,1,0,1,"2020","0"
"202","Climate Robotics20224",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,419,NA,377,128,121,30,15,NA,1325,220,1192,NA,NA,"0",42,0,0,0,0,1,"2022","0"
"203","Carbyon20233",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,1068,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,NA,NA,"0",NA,0,0,0,0,1,"2023","0"
"204","Heimdal20214",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,0,"Hawaii, USA","ocean,alkalinity",150,0,1000,250,NA,1200,NA,NA,NA,NA,NA,150,8.1,150,NA,NA,"0",-950,0,0,0,0,3,"2021","0"
"205","Andes Ag20224",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,157,NA,157,0,51.77,98.95,6.28,NA,75000,52.02,5000,NA,NA,"0",0,0,0,0,0,3,"2022","0"
"206","ZS2 Technologies20233",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,447,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,"0",NA,0,0,0,1,2,"2023","1"
"207","ZS220224",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,572,NA,572,205,314,53,NA,NA,961852,280,1000,NA,NA,"0",0,0,0,0,0,2,"2022","0"
"208","Carbo Culture20201",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,0,"Central Valley, CA, USA","biomass,biochar",56,0,568,1000,NA,NA,NA,NA,NA,NA,62,NA,NA,42,NA,NA,"0",NA,0,0,0,0,2,"2020","0"
"209","Carbo Culture20212",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,0,"Central Valley, CA, USA","biomass,biochar",56,0,568,1000,NA,1300,NA,NA,NA,NA,NA,1067.38,66.8,1067.38,NA,NA,"0",-300,0,0,0,1,2,"2021","1"
"210","Project Vesta20201",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,1,"Caribbean","Enhanced weathering",200,0,1000,50,75,NA,NA,NA,NA,NA,200,NA,NA,200,3333.3,0,"1",NA,-25,-3133.3,1,0,3,"2020","0"
"211","Sustaera20214",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,1,"North Carolina, USA","DAC",3500,0,1000,777.78,700,1500,NA,NA,NA,NA,NA,3500,350,3500,714,0,"1",-722.22,77.78,2786,1,0,2,"2021","0"
"212","44.0120214",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,1,"Oman","Capture and storage",2920,0,1000,170,170,1000,NA,NA,NA,NA,NA,2890,39,2890,2941,0,"1",-830,0,-51,1,0,6,"2021","0"
"213","Brilliant Planet20233",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,NA,NA,"0",NA,0,0,0,0,5,"2023","0"
"214","CarbonBuilt20212",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,1,"USA","Storage",992,0,1000,260,260,233,NA,NA,NA,NA,NA,992,23,992,968,0,"1",27,0,24,1,0,6,"2021","0"
"215","Seaweed Generation20222",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,400,NA,270,NA,NA,NA,NA,NA,1470,63.21,1412,NA,NA,"0",130,0,0,0,1,4,"2022","1"
"216","Seaweed Generation20224",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,393,NA,393,74,225,71,23,NA,1290,18,1272,NA,NA,"0",0,0,0,0,0,4,"2022","0"
"217","Ebb Carbon20214",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,1,"California, USA","Capture and storage",294,0,1000,1950,1950,1950,NA,NA,NA,NA,NA,294,37,294,256,0,"1",0,0,38,1,0,3,"2021","0"
"218","Cquestr820214",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,0,"Unspecified","ocean,mineralization",1000,0,1000,420,NA,1000,NA,NA,NA,NA,NA,1000,0,1000,NA,NA,"0",-580,0,0,0,0,1,"2021","0"
"219","CQuestr820233",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,NA,NA,"0",NA,0,0,0,0,1,"2023","0"
"220","Eion Corp20214",Feb 2020,NA,NA,NA,NA,NA,NA,NA,1,1,"Princeton, NJ and Berkeley, CA","Soil amendment",1000,0,1000,500,500,1283,NA,NA,NA,NA,NA,1000,51,1000,500,0,"1",-783,0,500,1,0,1,"2021","0"
